doc_no,case_id,severity,message
0108,sci_evo_0108,warning,step 4: numeric tokens not in this step evidence quote: 18
0108,sci_evo_0108,warning,step 5: numeric tokens not in this step evidence quote: 99
0108,sci_evo_0108,warning,step 7: numeric tokens not in this step evidence quote: 20
0108,sci_evo_0108,warning,phase_backtrack_count=1
0111,sci_evo_0111,warning,step 7: numeric tokens not in this step evidence quote: 8
0111,sci_evo_0111,warning,step 8: numeric tokens not in this step evidence quote: 5
0111,sci_evo_0111,warning,phase_backtrack_count=3
0113,sci_evo_0113,warning,"step 7: numeric tokens not in this step evidence quote: 2, 20"
0113,sci_evo_0113,warning,step 10: numeric tokens not in this step evidence quote: 200
0113,sci_evo_0113,warning,phase_backtrack_count=2
0114,sci_evo_0114,warning,step 2: numeric tokens not in this step evidence quote: 9
0114,sci_evo_0114,warning,step 6: numeric tokens not in this step evidence quote: 28
0114,sci_evo_0114,warning,"step 7: numeric tokens not in this step evidence quote: 10, 56-85, 8"
0114,sci_evo_0114,warning,step 8: numeric tokens not in this step evidence quote: 8
0114,sci_evo_0114,warning,step 10: numeric tokens not in this step evidence quote: 14
0114,sci_evo_0114,warning,phase_backtrack_count=1
0115,sci_evo_0115,warning,"step 3: numeric tokens not in this step evidence quote: 38, 90"
0115,sci_evo_0115,warning,"step 10: numeric tokens not in this step evidence quote: 0.7, 3.6, 30, 5.5, 500, 80"
0116,sci_evo_0116,warning,step 6: numeric tokens not in this step evidence quote: 4
0116,sci_evo_0116,warning,"step 8: numeric tokens not in this step evidence quote: 2.5, 3, 34, 6, 7.7"
0116,sci_evo_0116,warning,"step 11: numeric tokens not in this step evidence quote: 10, 110"
0117,sci_evo_0117,warning,step 3: numeric tokens not in this step evidence quote: 3
0117,sci_evo_0117,warning,step 10: numeric tokens not in this step evidence quote: 82
0117,sci_evo_0117,warning,"step 12: numeric tokens not in this step evidence quote: 1.4, 1.40, 1.72"
0117,sci_evo_0117,warning,phase_backtrack_count=1
0118,sci_evo_0118,warning,step 3: numeric tokens not in this step evidence quote: 1
0118,sci_evo_0118,warning,"step 4: numeric tokens not in this step evidence quote: 0.25, 22"
0118,sci_evo_0118,warning,"step 5: numeric tokens not in this step evidence quote: 0.01, 0.05, 1.5, 7"
0118,sci_evo_0118,warning,step 7: numeric tokens not in this step evidence quote: 63.6
0118,sci_evo_0118,warning,"step 9: numeric tokens not in this step evidence quote: 11.60, 11.78, 4.31"
0118,sci_evo_0118,warning,phase_backtrack_count=3
0118,sci_evo_0118,warning,evidence_quote_reused_3plus=1
0119,sci_evo_0119,warning,"step 3: numeric tokens not in this step evidence quote: 0.50, 1, 2, 3"
0119,sci_evo_0119,warning,step 5: numeric tokens not in this step evidence quote: 0.50
0119,sci_evo_0119,warning,step 6: numeric tokens not in this step evidence quote: 3.24-3.32
0119,sci_evo_0119,warning,step 8: numeric tokens not in this step evidence quote: 77.33-116.14
0119,sci_evo_0119,warning,phase_backtrack_count=1
0119,sci_evo_0119,warning,evidence_quote_reused_3plus=1
0120,sci_evo_0120,warning,"step 2: numeric tokens not in this step evidence quote: 135, 25"
0120,sci_evo_0120,warning,step 3: numeric tokens not in this step evidence quote: 3-26
0120,sci_evo_0120,warning,"step 4: numeric tokens not in this step evidence quote: 4, 5, 9"
0120,sci_evo_0120,warning,"step 6: numeric tokens not in this step evidence quote: 4.0, 6x105"
0120,sci_evo_0120,warning,step 7: numeric tokens not in this step evidence quote: 2.5
0120,sci_evo_0120,warning,"step 8: numeric tokens not in this step evidence quote: 15, 8"
0120,sci_evo_0120,warning,"step 9: numeric tokens not in this step evidence quote: 0.1, 2"
0120,sci_evo_0120,warning,phase_backtrack_count=4
0121,sci_evo_0121,warning,phase_backtrack_count=1
0122,sci_evo_0122,warning,"step 6: numeric tokens not in this step evidence quote: 1.6, 3.6"
0123,sci_evo_0123,warning,"step 2: numeric tokens not in this step evidence quote: 034, 3114"
0123,sci_evo_0123,warning,"step 3: numeric tokens not in this step evidence quote: 0-30, 30"
0123,sci_evo_0123,warning,step 4: numeric tokens not found in full paper after normalization: 4x105
0123,sci_evo_0123,warning,"step 4: numeric tokens not in this step evidence quote: 0.1, 4x105"
0123,sci_evo_0123,warning,step 6: numeric tokens not in this step evidence quote: 27
0123,sci_evo_0123,warning,"step 11: numeric tokens not in this step evidence quote: 2.9, 208.5, 3.3, 72.2"
0123,sci_evo_0123,warning,phase_backtrack_count=3
0127,sci_evo_0127,warning,"step 4: numeric tokens not in this step evidence quote: 1x105, 5x104"
0127,sci_evo_0127,warning,"step 6: numeric tokens not in this step evidence quote: 473, 517"
0127,sci_evo_0127,warning,phase_backtrack_count=1
0128,sci_evo_0128,warning,"step 2: numeric tokens not in this step evidence quote: 1.08x106, 46, 9, 96"
0128,sci_evo_0128,warning,"step 3: numeric tokens not in this step evidence quote: 8.0x103, 8.0x105"
0128,sci_evo_0128,warning,step 4: numeric tokens not in this step evidence quote: 2.7
0128,sci_evo_0128,warning,step 5: numeric tokens not in this step evidence quote: 17
0128,sci_evo_0128,warning,step 7: numeric tokens not in this step evidence quote: 1x106
0128,sci_evo_0128,warning,"step 10: numeric tokens not in this step evidence quote: 1.3, 11, 14"
0128,sci_evo_0128,warning,"step 12: numeric tokens not in this step evidence quote: 17, 2.7"
0128,sci_evo_0128,warning,phase_backtrack_count=2
0128,sci_evo_0128,warning,evidence_quote_reused_3plus=1
0129,sci_evo_0129,warning,"step 4: numeric tokens not in this step evidence quote: 12, 24, 4"
0129,sci_evo_0129,warning,phase_backtrack_count=1
0132,sci_evo_0132,warning,"step 2: numeric tokens not in this step evidence quote: 13, 2000"
0132,sci_evo_0132,warning,step 4: numeric tokens not in this step evidence quote: 10
0133,sci_evo_0133,warning,step 2: numeric tokens not in this step evidence quote: 496398
0133,sci_evo_0133,warning,step 3: numeric tokens not in this step evidence quote: 75
0133,sci_evo_0133,warning,step 4: numeric tokens not in this step evidence quote: 20
0133,sci_evo_0133,warning,"step 6: numeric tokens not in this step evidence quote: 10, 14, 2, 72"
0133,sci_evo_0133,warning,"step 7: numeric tokens not in this step evidence quote: 02, 04, 068, 10, 20, 3.6, 4, 5.4, 8.2"
0133,sci_evo_0133,warning,phase_backtrack_count=1
0134,sci_evo_0134,warning,step 3: numeric tokens not in this step evidence quote: 000233375.1
0134,sci_evo_0134,warning,step 6: numeric tokens not in this step evidence quote: 3649
0134,sci_evo_0134,warning,"step 9: numeric tokens not in this step evidence quote: 2.5, 40214"
0134,sci_evo_0134,warning,"step 11: numeric tokens not in this step evidence quote: 100, 63, 87"
0137,sci_evo_0137,warning,step 6: numeric tokens not in this step evidence quote: 150-3939
0137,sci_evo_0137,warning,step 7: numeric tokens not in this step evidence quote: 93
0137,sci_evo_0137,warning,step 8: numeric tokens not in this step evidence quote: 30
0137,sci_evo_0137,warning,phase_backtrack_count=3
0137,sci_evo_0137,warning,evidence_quote_reused_3plus=2
0138,sci_evo_0138,warning,step 1: numeric tokens not in this step evidence quote: 1
0138,sci_evo_0138,warning,step 5: numeric tokens not in this step evidence quote: 8
0138,sci_evo_0138,warning,step 6: numeric tokens not in this step evidence quote: 1
0138,sci_evo_0138,warning,phase_backtrack_count=2
0141,sci_evo_0141,warning,"step 4: numeric tokens not in this step evidence quote: 170, 255"
0141,sci_evo_0141,warning,step 5: numeric tokens not in this step evidence quote: 170
0141,sci_evo_0141,warning,"step 6: numeric tokens not in this step evidence quote: 170, 42"
0141,sci_evo_0141,warning,step 8: numeric tokens not in this step evidence quote: 001
0141,sci_evo_0141,warning,phase_backtrack_count=2
0141,sci_evo_0141,warning,evidence_quote_reused_3plus=1
0142,sci_evo_0142,warning,step 6: numeric tokens not in this step evidence quote: 400
0142,sci_evo_0142,warning,phase_backtrack_count=3
0143,sci_evo_0143,warning,step 8: numeric tokens not found in full paper after normalization: 1.61x1012
0143,sci_evo_0143,warning,step 8: numeric tokens not in this step evidence quote: 1.61x1012
0143,sci_evo_0143,warning,phase_backtrack_count=3
0143,sci_evo_0143,warning,evidence_quote_reused_3plus=2
0144,sci_evo_0144,warning,"step 5: numeric tokens not in this step evidence quote: 3, 30, 75"
0144,sci_evo_0144,warning,step 6: numeric tokens not in this step evidence quote: 184-628
0144,sci_evo_0144,warning,step 7: numeric tokens not in this step evidence quote: 5
0144,sci_evo_0144,warning,evidence_quote_reused_3plus=1
0145,sci_evo_0145,warning,step 6: numeric tokens not found in full paper after normalization: 1x106
0145,sci_evo_0145,warning,"step 6: numeric tokens not in this step evidence quote: 1.5x106, 1x106"
0145,sci_evo_0145,warning,phase_backtrack_count=2
0149,sci_evo_0149,warning,step 2: numeric tokens not in this step evidence quote: 7
0149,sci_evo_0149,warning,step 3: numeric tokens not in this step evidence quote: 20
0149,sci_evo_0149,warning,step 5: numeric tokens not in this step evidence quote: 7
0149,sci_evo_0149,warning,step 7: numeric tokens not found in full paper after normalization: 0.395
0149,sci_evo_0149,warning,"step 7: numeric tokens not in this step evidence quote: 0.395, 0.704, 0.899, 0.960, 0.982"
0149,sci_evo_0149,warning,"step 8: numeric tokens not in this step evidence quote: 0.897, 0.920, 0.945, 0.946"
0149,sci_evo_0149,warning,step 9: numeric tokens not in this step evidence quote: 81
0149,sci_evo_0149,warning,phase_backtrack_count=1
0150,sci_evo_0150,warning,phase_backtrack_count=3
0151,sci_evo_0151,warning,step 4: numeric tokens not in this step evidence quote: 20
0151,sci_evo_0151,warning,"step 5: numeric tokens not in this step evidence quote: 125-150, 50, 74, 86"
0151,sci_evo_0151,warning,"step 8: numeric tokens not in this step evidence quote: 0.002, 0.005"
0151,sci_evo_0151,warning,phase_backtrack_count=5
0152,sci_evo_0152,warning,step 3: numeric tokens not in this step evidence quote: 1
0152,sci_evo_0152,warning,step 5: numeric tokens not in this step evidence quote: 2.3
0152,sci_evo_0152,warning,step 6: numeric tokens not in this step evidence quote: 22
0152,sci_evo_0152,warning,step 7: numeric tokens not in this step evidence quote: 22
0152,sci_evo_0152,warning,step 12: numeric tokens not in this step evidence quote: 22
0153,sci_evo_0153,warning,step 2: numeric tokens not in this step evidence quote: 0.5
0153,sci_evo_0153,warning,"step 6: numeric tokens not in this step evidence quote: 2.2, 87, 97"
0153,sci_evo_0153,warning,phase_backtrack_count=4
0154,sci_evo_0154,warning,"step 3: numeric tokens not in this step evidence quote: 1000, 2-5"
0154,sci_evo_0154,warning,step 5: numeric tokens not in this step evidence quote: 150
0154,sci_evo_0154,warning,"step 6: numeric tokens not in this step evidence quote: 1, 1000"
0154,sci_evo_0154,warning,step 7: numeric tokens not in this step evidence quote: 7
0154,sci_evo_0154,warning,step 8: numeric tokens not in this step evidence quote: 55
0154,sci_evo_0154,warning,step 9: numeric tokens not found in full paper after normalization: 0.5-14.6
0154,sci_evo_0154,warning,"step 9: numeric tokens not in this step evidence quote: 0, 0.5-14.6"
0154,sci_evo_0154,warning,step 10: numeric tokens not in this step evidence quote: 200
0154,sci_evo_0154,warning,"step 11: numeric tokens not in this step evidence quote: 14, 16, 21"
0154,sci_evo_0154,warning,phase_backtrack_count=1
0156,sci_evo_0156,warning,step 9: numeric tokens not in this step evidence quote: 0.9
0156,sci_evo_0156,warning,phase_backtrack_count=1
0158,sci_evo_0158,warning,"step 2: numeric tokens not in this step evidence quote: 0.96, 512"
0158,sci_evo_0158,warning,"step 3: numeric tokens not in this step evidence quote: 256, 512"
0158,sci_evo_0158,warning,step 6: numeric tokens not in this step evidence quote: 40
0158,sci_evo_0158,warning,step 7: numeric tokens not in this step evidence quote: 5113
0158,sci_evo_0158,warning,"step 9: numeric tokens not in this step evidence quote: 33, 40, 5113"
0158,sci_evo_0158,warning,phase_backtrack_count=1
0159,sci_evo_0159,warning,"step 7: numeric tokens not in this step evidence quote: 12, 23.8"
0159,sci_evo_0159,warning,"step 9: numeric tokens not in this step evidence quote: 10, 6"
0160,sci_evo_0160,warning,"step 2: numeric tokens not in this step evidence quote: 16, 8"
0160,sci_evo_0160,warning,step 3: numeric tokens not in this step evidence quote: 1.9
0160,sci_evo_0160,warning,step 4: numeric tokens not in this step evidence quote: 23
0160,sci_evo_0160,warning,step 7: numeric tokens not in this step evidence quote: 0.6
0160,sci_evo_0160,warning,step 8: numeric tokens not in this step evidence quote: 10
0160,sci_evo_0160,warning,step 12: numeric tokens not in this step evidence quote: 1
0160,sci_evo_0160,warning,phase_backtrack_count=3
0160,sci_evo_0160,warning,evidence_quote_reused_3plus=2
0161,sci_evo_0161,warning,"step 2: numeric tokens not in this step evidence quote: 356, 482"
0161,sci_evo_0161,warning,"step 7: numeric tokens not in this step evidence quote: 0.058, 220, 692"
0161,sci_evo_0161,warning,"step 9: numeric tokens not in this step evidence quote: 220, 692"
0161,sci_evo_0161,warning,"step 10: numeric tokens not in this step evidence quote: 220, 692"
0161,sci_evo_0161,warning,phase_backtrack_count=1
0161,sci_evo_0161,warning,evidence_quote_reused_3plus=1
0163,sci_evo_0163,warning,step 2: numeric tokens not in this step evidence quote: 100
0163,sci_evo_0163,warning,step 3: numeric tokens not in this step evidence quote: 10
0163,sci_evo_0163,warning,step 10: numeric tokens not in this step evidence quote: 10800
0163,sci_evo_0163,warning,phase_backtrack_count=4
0165,sci_evo_0165,warning,step 6: numeric tokens not in this step evidence quote: 96
0165,sci_evo_0165,warning,step 9: numeric tokens not in this step evidence quote: 2000
0165,sci_evo_0165,warning,step 10: numeric tokens not in this step evidence quote: 48
0165,sci_evo_0165,warning,phase_backtrack_count=5
0168,sci_evo_0168,warning,"step 2: numeric tokens not in this step evidence quote: 5, 8"
0168,sci_evo_0168,warning,step 9: numeric tokens not in this step evidence quote: 32768
0168,sci_evo_0168,warning,step 10: numeric tokens not in this step evidence quote: 5
0169,sci_evo_0169,warning,"step 3: numeric tokens not in this step evidence quote: 0.1, 10, 7, 8.5"
0169,sci_evo_0169,warning,step 4: numeric tokens not in this step evidence quote: 5
0169,sci_evo_0169,warning,step 5: numeric tokens not in this step evidence quote: 3
0169,sci_evo_0169,warning,step 6: numeric tokens not in this step evidence quote: 9
0169,sci_evo_0169,warning,step 9: numeric tokens not in this step evidence quote: 4
0169,sci_evo_0169,warning,"step 10: numeric tokens not in this step evidence quote: 104, 390, 397, 76"
0169,sci_evo_0169,warning,step 11: numeric tokens not in this step evidence quote: 3-9
0169,sci_evo_0169,warning,phase_backtrack_count=3
0170,sci_evo_0170,warning,"step 3: numeric tokens not in this step evidence quote: 2.7, 3"
0170,sci_evo_0170,warning,phase_backtrack_count=2
0172,sci_evo_0172,warning,step 3: numeric tokens not in this step evidence quote: 93
0172,sci_evo_0172,warning,step 5: numeric tokens not in this step evidence quote: 1
0172,sci_evo_0172,warning,step 6: numeric tokens not in this step evidence quote: 93
0172,sci_evo_0172,warning,"step 7: numeric tokens not in this step evidence quote: 1.1, 1.351, 7, 93"
0172,sci_evo_0172,warning,"step 9: numeric tokens not in this step evidence quote: 10, 9"
0172,sci_evo_0172,warning,phase_backtrack_count=5
0172,sci_evo_0172,warning,evidence_quote_reused_3plus=1
0173,sci_evo_0173,warning,"step 2: numeric tokens not in this step evidence quote: 10, 29"
0173,sci_evo_0173,warning,"step 3: numeric tokens not in this step evidence quote: 35, 8"
0173,sci_evo_0173,warning,step 9: numeric tokens not in this step evidence quote: 0.141
0173,sci_evo_0173,warning,step 12: numeric tokens not in this step evidence quote: 10
0173,sci_evo_0173,warning,phase_backtrack_count=1
0174,sci_evo_0174,warning,step 4: numeric tokens not in this step evidence quote: 9
0174,sci_evo_0174,warning,step 5: numeric tokens not in this step evidence quote: 9
0174,sci_evo_0174,warning,phase_backtrack_count=1
0175,sci_evo_0175,warning,"step 4: numeric tokens not in this step evidence quote: 0.2, 1848, 26912, 4, 440, 96"
0175,sci_evo_0175,warning,"step 10: numeric tokens not in this step evidence quote: 1.59, 1.69, 133, 200, 3.23, 469"
0175,sci_evo_0175,warning,phase_backtrack_count=4
0176,sci_evo_0176,warning,step 2: numeric tokens not in this step evidence quote: 3
0176,sci_evo_0176,warning,step 3: numeric tokens not in this step evidence quote: 118
0176,sci_evo_0176,warning,step 5: numeric tokens not in this step evidence quote: 25
0176,sci_evo_0176,warning,"step 6: numeric tokens not in this step evidence quote: 0.3, 5.1, 8.4"
0176,sci_evo_0176,warning,step 8: numeric tokens not found in full paper after normalization: 1.1-1.8
0176,sci_evo_0176,warning,step 8: numeric tokens not in this step evidence quote: 1.1-1.8
0177,sci_evo_0177,warning,"step 5: numeric tokens not in this step evidence quote: 0.10, 6, 7"
0177,sci_evo_0177,warning,"step 6: numeric tokens not in this step evidence quote: 0.05, 0.10, 0.15, 3"
0177,sci_evo_0177,warning,step 7: numeric tokens not in this step evidence quote: 5
0177,sci_evo_0177,warning,"step 9: numeric tokens not in this step evidence quote: 0.05, 0.15"
0177,sci_evo_0177,warning,"step 10: numeric tokens not in this step evidence quote: 40, 500"
0177,sci_evo_0177,warning,phase_backtrack_count=4
0177,sci_evo_0177,warning,evidence_quote_reused_3plus=1
0178,sci_evo_0178,warning,phase_backtrack_count=2
0179,sci_evo_0179,warning,step 3: numeric tokens not in this step evidence quote: 30
0179,sci_evo_0179,warning,step 7: numeric tokens not in this step evidence quote: 1
0179,sci_evo_0179,warning,step 9: numeric tokens not in this step evidence quote: 10
0180,sci_evo_0180,warning,step 5: numeric tokens not in this step evidence quote: 20
0180,sci_evo_0180,warning,step 8: numeric tokens not in this step evidence quote: 3
0180,sci_evo_0180,warning,phase_backtrack_count=1
0181,sci_evo_0181,warning,"step 5: numeric tokens not in this step evidence quote: 12, 9"
0182,sci_evo_0182,warning,"step 2: numeric tokens not in this step evidence quote: 0.2, 50"
0182,sci_evo_0182,warning,step 3: numeric tokens not in this step evidence quote: 1
0182,sci_evo_0182,warning,step 5: numeric tokens not in this step evidence quote: 2-7
0182,sci_evo_0182,warning,step 6: numeric tokens not in this step evidence quote: 73.2
0182,sci_evo_0182,warning,phase_backtrack_count=3
0182,sci_evo_0182,warning,evidence_quote_reused_3plus=2
0183,sci_evo_0183,warning,step 3: numeric tokens not in this step evidence quote: 85
0184,sci_evo_0184,warning,step 10: numeric tokens not in this step evidence quote: 7
0188,sci_evo_0188,warning,step 1: numeric tokens not in this step evidence quote: 76
0188,sci_evo_0188,warning,"step 2: numeric tokens not in this step evidence quote: 2.8, 7.2"
0188,sci_evo_0188,warning,step 7: numeric tokens not in this step evidence quote: 93
0188,sci_evo_0188,warning,"step 8: numeric tokens not in this step evidence quote: 0.001, 0.01, 0.05"
0188,sci_evo_0188,warning,"step 9: numeric tokens not in this step evidence quote: 0.01, 0.05"
0188,sci_evo_0188,warning,"step 11: numeric tokens not in this step evidence quote: 22, 58"
0188,sci_evo_0188,warning,"step 12: numeric tokens not in this step evidence quote: 0.01, 0.05"
0188,sci_evo_0188,warning,phase_backtrack_count=3
0188,sci_evo_0188,warning,evidence_quote_reused_3plus=1
0190,sci_evo_0190,warning,phase_backtrack_count=1
0191,sci_evo_0191,warning,step 7: numeric tokens not in this step evidence quote: 10
0191,sci_evo_0191,warning,step 9: numeric tokens not in this step evidence quote: 2
0191,sci_evo_0191,warning,step 12: numeric tokens not in this step evidence quote: 0.1
0191,sci_evo_0191,warning,phase_backtrack_count=2
0191,sci_evo_0191,warning,evidence_quote_reused_3plus=1
0192,sci_evo_0192,warning,step 3: numeric tokens not in this step evidence quote: 96
0192,sci_evo_0192,warning,step 6: numeric tokens not in this step evidence quote: 60
0192,sci_evo_0192,warning,step 10: numeric tokens not in this step evidence quote: 60
0192,sci_evo_0192,warning,phase_backtrack_count=3
0192,sci_evo_0192,warning,evidence_quote_reused_3plus=1
0193,sci_evo_0193,warning,step 2: numeric tokens not in this step evidence quote: 2
0193,sci_evo_0193,warning,"step 5: numeric tokens not in this step evidence quote: 100, 30, 4, 6x107"
0193,sci_evo_0193,warning,step 7: numeric tokens not in this step evidence quote: 250
0193,sci_evo_0193,warning,phase_backtrack_count=4
0194,sci_evo_0194,warning,step 6: numeric tokens not found in full paper after normalization: 4.35
0194,sci_evo_0194,warning,"step 6: numeric tokens not in this step evidence quote: 030, 4.35"
0194,sci_evo_0194,warning,phase_backtrack_count=1
0194,sci_evo_0194,warning,evidence_quote_reused_3plus=1
0196,sci_evo_0196,warning,"step 2: numeric tokens not in this step evidence quote: 1.93, 12320487, 14.5, 3.0, 3.2, 4.1, 498075"
0196,sci_evo_0196,warning,"step 3: numeric tokens not in this step evidence quote: 1326, 8103"
0196,sci_evo_0196,warning,"step 5: numeric tokens not in this step evidence quote: 2878, 62"
0196,sci_evo_0196,warning,phase_backtrack_count=2
0197,sci_evo_0197,warning,step 2: numeric tokens not in this step evidence quote: 4
0197,sci_evo_0197,warning,"step 5: numeric tokens not in this step evidence quote: 0.1860, 0.2331"
0197,sci_evo_0197,warning,step 10: numeric tokens not in this step evidence quote: 4.79
0197,sci_evo_0197,warning,phase_backtrack_count=1
0197,sci_evo_0197,warning,evidence_quote_reused_3plus=1
0200,sci_evo_0200,warning,step 9: numeric tokens not in this step evidence quote: 2
